;;; -*- Mode:Common-Lisp; Base:10 -*-
;;; *-* Last-edit: 11/21/90 15:42:14 by Brodley; *-* 

REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN

GRASS,110.0,189.0,9,0.0,0.0,1.0000004,0.66666675,1.2222223,1.1863422,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222221,18.666668,0.50813884,1.9108642
GRASS,86.0,187.0,9,0.0,0.0,1.1111108,0.7200825,1.4444445,0.750309,13.740741,11.666667,10.333334,19.222221,-6.2222223,-10.222222,16.444445,19.222221,0.46332908,1.9414649
GRASS,225.0,244.0,9,0.0,0.0,3.3888886,2.1951127,2.9999998,1.5202343,12.259259,10.333334,9.333334,17.11111,-5.7777777,-8.777778,14.555555,17.11111,0.48014903,1.9879022
GRASS,47.0,232.0,9,0.0,0.0,1.2777778,1.254621,1.0,0.8944273,12.703704,11.0,9.0,18.11111,-5.111111,-11.111111,16.222221,18.11111,0.50096595,1.875362
GRASS,97.0,186.0,9,0.0,0.0,1.1666671,0.6912147,1.1666671,1.0055404,15.592592,13.888889,11.777778,21.11111,-5.111111,-11.444445,16.555555,21.11111,0.44266057,1.8636538
GRASS,157.0,221.0,9,0.0,0.0,1.0555555,0.6469299,1.2222222,0.6206328,12.111111,10.222222,8.111112,18.0,-5.6666665,-12.0,17.666666,18.0,0.5491797,1.8771459
GRASS,62.0,224.0,9,0.0,0.0,0.9444445,1.083547,2.3333335,1.6329932,14.62963,13.222222,11.444445,19.222221,-4.2222223,-9.555555,13.777778,19.222221,0.40896538,1.8601909
GRASS,27.0,248.0,9,0.11111111,0.0,1.611111,0.6469295,3.1666667,1.7224005,15.296296,14.777778,12.888889,18.222221,-1.5555556,-7.2222223,8.777778,18.222221,0.31222734,1.7835119
GRASS,44.0,233.0,9,0.0,0.0,2.2222219,2.1464872,2.111111,1.3277657,14.481482,12.555555,11.333333,19.555555,-5.7777777,-9.444445,15.222222,19.555555,0.42217422,1.9504046
GRASS,17.0,229.0,9,0.0,0.0,2.1111114,1.9851303,2.4444447,1.6147469,13.703704,11.222222,11.111111,18.777779,-7.4444447,-7.7777777,15.222222,18.777779,0.4398524,2.0999045
GRASS,32.0,240.0,9,0.0,0.0,1.2777776,1.540803,2.2777777,1.7051125,12.148149,9.777778,9.333334,17.333334,-7.111111,-8.444445,15.555555,17.333334,0.47067475,2.0438652
GRASS,55.0,209.0,9,0.11111111,0.0,1.8333331,1.2952907,1.3888888,0.99814624,12.518518,10.333334,10.333334,16.88889,-6.5555553,-6.5555553,13.111111,16.88889,0.40790388,2.0992203
GRASS,138.0,203.0,9,0.0,0.0,1.666667,1.6465453,2.2777781,1.8787308,11.259259,8.777778,8.111112,16.88889,-7.4444447,-9.444445,16.88889,16.88889,0.53894526,2.019747
GRASS,90.0,189.0,9,0.0,0.0,0.88888884,0.7793635,1.0555555,0.82775915,12.888889,10.444445,9.444445,18.777779,-7.3333335,-10.333333,17.666666,18.777779,0.49709514,1.9855517
GRASS,245.0,238.0,9,0.11111111,0.0,1.6666665,2.5385911,2.3333333,2.4404008,8.925926,6.3333335,6.5555553,13.888889,-7.7777777,-7.111111,14.888889,13.888889,0.59701496,2.1260629
GRASS,58.0,217.0,9,0.0,0.0,1.3888888,1.06284,1.6666665,1.3498971,11.925926,9.777778,9.0,17.0,-6.4444447,-8.777778,15.222222,17.0,0.48659843,2.0066419
GRASS,146.0,201.0,9,0.0,0.0,0.61111087,0.32773054,1.0555555,0.8004625,10.666667,8.666667,7.0,16.333334,-6.0,-11.0,17.0,16.333334,0.5708515,1.9092555
GRASS,19.0,184.0,9,0.0,0.0,0.5555555,0.34426498,0.8333333,0.62360954,14.222222,12.333333,11.0,19.333334,-5.6666665,-9.666667,15.333333,19.333334,0.43115196,1.9378915
