REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN

GRASS,110.0,189.0,9,0.0,0.0,1.0000004,0.66666675,1.2222223,1.1863422,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222221,18.666668,0.50813884,1.9108642
GRASS,86.0,187.0,9,0.0,0.0,1.1111108,0.7200825,1.4444445,0.750309,13.740741,11.666667,10.333334,19.222221,-6.2222223,-10.222222,16.444445,19.222221,0.46332908,1.9414649
PATH,165.0,186.0,9,0.0,0.0,2.5555546,1.5729187,2.0,1.173788,49.51852,45.11111,61.11111,42.333336,-13.222222,34.77778,-21.555555,61.11111,0.3072572,-1.9408131
PATH,64.0,176.0,9,0.0,0.0,2.3333328,0.91893756,1.0000006,0.91893756,50.77778,46.0,62.333332,44.0,-14.333333,34.666668,-20.333334,62.333332,0.29405567,-1.9808797
WINDOW,187.0,36.0,9,0.0,0.0,0.38888884,0.2509243,0.4999999,0.2788868,7.5185184,4.7777777,13.0,4.7777777,-8.222222,16.444445,-8.222222,13.0,0.6486569,-2.0972927
WINDOW,225.0,36.0,9,0.0,0.0,0.44444457,0.27216554,0.38888893,0.3277307,7.9259257,5.0,13.666667,5.111111,-8.777778,17.222221,-8.444445,13.666667,0.63492066,-2.1073034
CEMENT,49.0,42.0,9,0.0,0.0,2.6111107,0.92895794,1.333334,0.8944278,58.88889,50.666668,74.55556,51.444443,-24.666666,47.0,-22.333334,74.55556,0.3229307,-2.1257355
CEMENT,188.0,73.0,9,0.0,0.0,1.0555553,0.9289579,2.2777786,1.9935083,40.185184,35.666668,49.77778,35.11111,-13.555555,28.777779,-15.222222,49.77778,0.2970959,-2.0549638
FOLIAGE,7.0,90.0,9,0.0,0.0,1.2777777,0.8541836,2.4444444,2.0184336,4.6666665,2.5555556,5.7777777,5.6666665,-6.3333335,3.3333333,3.0,6.2222223,0.66534394,-3.0441751
FOLIAGE,19.0,133.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKY,97.0,63.0,9,0.0,0.0,0.7222214,0.4430521,0.33333206,0.21081766,108.92593,96.22222,126.111115,104.44444,-38.11111,51.555557,-13.444445,126.111115,0.23688999,-2.3824377
SKY,188.0,42.0,9,0.0,0.0,0.7777786,0.5443299,1.6666679,1.2649081,108.92593,95.666664,126.22222,104.888885,-39.77778,51.88889,-12.111111,126.22222,0.24193405,-2.4103878
BRICKFACE,142.0,100.0,9,0.0,0.0,0.6666667,0.26666614,1.388889,0.9074066,22.222221,21.777779,28.444445,16.444445,-1.3333334,18.666666,-17.333334,28.444445,0.42199442,-1.6233006
BRICKFACE,27.0,50.0,9,0.0,0.0,1.0555557,0.46296322,1.0000004,0.48888907,23.037037,21.666666,30.0,17.444445,-4.111111,20.88889,-16.777779,30.0,0.41874644,-1.7412539
